customer_id,project_id,cluster,personal_blurb
c115,P014,2,"Customer c115 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c115,P015,2,"Customer c115 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c116,P001,2,"Customer c116 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c116,P002,1,"Customer c116 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c116,P003,1,"Customer c116 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c116,P004,1,"Customer c116 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c116,P005,2,"Customer c116 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c116,P006,3,"Customer c116 looking at P006: Affordability is *Medium* (needs ₹0.35 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c116,P007,3,"Customer c116 looking at P007: Affordability is *Medium* (needs ₹0.17 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c116,P008,4,"Customer c116 looking at P008: Affordability is *Medium* (needs ₹0.16 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c116,P009,4,"Customer c116 looking at P009: Affordability is *Medium* (needs ₹0.05 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c116,P010,1,"Customer c116 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c116,P011,1,"Customer c116 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c116,P012,1,"Customer c116 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c116,P013,4,"Customer c116 looking at P013: Affordability is *Medium* (needs ₹0.50 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c116,P014,2,"Customer c116 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c116,P015,2,"Customer c116 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c117,P001,2,"Customer c117 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c117,P002,1,"Customer c117 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c117,P003,1,"Customer c117 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c117,P004,1,"Customer c117 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c117,P005,2,"Customer c117 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c117,P006,3,"Customer c117 looking at P006: Affordability is *Medium* (needs ₹0.04 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c117,P007,0,"Customer c117 looking at P007: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c117,P008,0,"Customer c117 looking at P008: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c117,P009,0,"Customer c117 looking at P009: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c117,P010,1,"Customer c117 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c117,P011,1,"Customer c117 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c117,P012,1,"Customer c117 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c117,P013,0,"Customer c117 looking at P013: Affordability is *Medium* (needs ₹0.20 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c117,P014,2,"Customer c117 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c117,P015,2,"Customer c117 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c118,P001,2,"Customer c118 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c118,P002,1,"Customer c118 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c118,P003,1,"Customer c118 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c118,P004,1,"Customer c118 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c118,P005,2,"Customer c118 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c118,P006,2,"Customer c118 looking at P006: Affordability is *Medium* (needs ₹0.41 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c118,P007,2,"Customer c118 looking at P007: Affordability is *Medium* (needs ₹0.24 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c118,P008,4,"Customer c118 looking at P008: Affordability is *Medium* (needs ₹0.22 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c118,P009,4,"Customer c118 looking at P009: Affordability is *Medium* (needs ₹0.11 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c118,P010,1,"Customer c118 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c118,P011,1,"Customer c118 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c118,P012,1,"Customer c118 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c118,P013,1,"Customer c118 looking at P013: Affordability is *Medium* (needs ₹0.57 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c118,P014,2,"Customer c118 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c118,P015,2,"Customer c118 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c119,P001,0,"Customer c119 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c119,P002,0,"Customer c119 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c119,P003,0,"Customer c119 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c119,P004,0,"Customer c119 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c119,P005,3,"Customer c119 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c119,P006,2,"Customer c119 looking at P006: Affordability is *Medium* (needs ₹0.37 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c119,P007,2,"Customer c119 looking at P007: Affordability is *Medium* (needs ₹0.20 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c119,P008,1,"Customer c119 looking at P008: Affordability is *Medium* (needs ₹0.18 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c119,P009,1,"Customer c119 looking at P009: Affordability is *Medium* (needs ₹0.07 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c119,P010,0,"Customer c119 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c119,P011,0,"Customer c119 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c119,P012,0,"Customer c119 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c119,P013,1,"Customer c119 looking at P013: Affordability is *Medium* (needs ₹0.53 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c119,P014,3,"Customer c119 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c119,P015,3,"Customer c119 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c120,P001,2,"Customer c120 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c120,P002,1,"Customer c120 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c120,P003,1,"Customer c120 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c120,P004,1,"Customer c120 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c120,P005,2,"Customer c120 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c120,P006,3,"Customer c120 looking at P006: Affordability is *Medium* (needs ₹0.24 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c120,P007,3,"Customer c120 looking at P007: Affordability is *Medium* (needs ₹0.07 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c120,P008,4,"Customer c120 looking at P008: Affordability is *Medium* (needs ₹0.05 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c120,P009,4,"Customer c120 looking at P009: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c120,P010,1,"Customer c120 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c120,P011,1,"Customer c120 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c120,P012,1,"Customer c120 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c120,P013,4,"Customer c120 looking at P013: Affordability is *Medium* (needs ₹0.40 Cr down), Commute distance is *Medium*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c120,P014,2,"Customer c120 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c120,P015,2,"Customer c120 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c121,P001,2,"Customer c121 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c121,P002,1,"Customer c121 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c121,P003,1,"Customer c121 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c121,P004,1,"Customer c121 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c121,P005,2,"Customer c121 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c121,P006,3,"Customer c121 looking at P006: Affordability is *Medium* (needs ₹0.24 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c121,P007,0,"Customer c121 looking at P007: Affordability is *Medium* (needs ₹0.06 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c121,P008,0,"Customer c121 looking at P008: Affordability is *Medium* (needs ₹0.05 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c121,P009,0,"Customer c121 looking at P009: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c121,P010,1,"Customer c121 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c121,P011,1,"Customer c121 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c121,P012,1,"Customer c121 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c121,P013,0,"Customer c121 looking at P013: Affordability is *Medium* (needs ₹0.39 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c121,P014,2,"Customer c121 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c121,P015,2,"Customer c121 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c122,P001,2,"Customer c122 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c122,P002,1,"Customer c122 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c122,P003,1,"Customer c122 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c122,P004,1,"Customer c122 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c122,P005,2,"Customer c122 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c122,P006,2,"Customer c122 looking at P006: Affordability is *Medium* (needs ₹0.23 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c122,P007,2,"Customer c122 looking at P007: Affordability is *Medium* (needs ₹0.05 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c122,P008,4,"Customer c122 looking at P008: Affordability is *Medium* (needs ₹0.03 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c122,P009,4,"Customer c122 looking at P009: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c122,P010,1,"Customer c122 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c122,P011,1,"Customer c122 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c122,P012,1,"Customer c122 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c122,P013,1,"Customer c122 looking at P013: Affordability is *Medium* (needs ₹0.38 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c122,P014,2,"Customer c122 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c122,P015,2,"Customer c122 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Poor match*."
c123,P001,2,"Customer c123 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c123,P002,1,"Customer c123 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c123,P003,1,"Customer c123 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c123,P004,1,"Customer c123 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c123,P005,2,"Customer c123 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c123,P006,3,"Customer c123 looking at P006: Affordability is *Medium* (needs ₹0.31 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c123,P007,3,"Customer c123 looking at P007: Affordability is *Medium* (needs ₹0.13 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c123,P008,4,"Customer c123 looking at P008: Affordability is *Medium* (needs ₹0.11 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c123,P009,4,"Customer c123 looking at P009: Affordability is *Low* (needs ₹0.01 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c123,P010,1,"Customer c123 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c123,P011,1,"Customer c123 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c123,P012,1,"Customer c123 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c123,P013,4,"Customer c123 looking at P013: Affordability is *Medium* (needs ₹0.46 Cr down), Commute distance is *Medium*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c123,P014,2,"Customer c123 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c123,P015,2,"Customer c123 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c124,P001,2,"Customer c124 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c124,P002,1,"Customer c124 looking at P002: Affordability is *Low* (needs ₹0.01 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c124,P003,1,"Customer c124 looking at P003: Affordability is *Medium* (needs ₹0.03 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c124,P004,1,"Customer c124 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c124,P005,2,"Customer c124 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c124,P006,2,"Customer c124 looking at P006: Affordability is *Medium* (needs ₹0.57 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c124,P007,2,"Customer c124 looking at P007: Affordability is *Medium* (needs ₹0.40 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c124,P008,0,"Customer c124 looking at P008: Affordability is *Medium* (needs ₹0.38 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c124,P009,0,"Customer c124 looking at P009: Affordability is *Medium* (needs ₹0.27 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Good match*."
c124,P010,1,"Customer c124 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c124,P011,1,"Customer c124 looking at P011: Affordability is *Low* (needs ₹0.01 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c124,P012,1,"Customer c124 looking at P012: Affordability is *Low* (needs ₹0.01 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c124,P013,1,"Customer c124 looking at P013: Affordability is *Medium* (needs ₹0.73 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c124,P014,2,"Customer c124 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c124,P015,2,"Customer c124 looking at P015: Affordability is *Low* (needs ₹0.02 Cr down), Commute distance is *High*, Engagement is *High* (visits: N/A), Unit‐size fit is *Poor match*."
c125,P001,2,"Customer c125 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c125,P002,1,"Customer c125 looking at P002: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c125,P003,1,"Customer c125 looking at P003: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c125,P004,1,"Customer c125 looking at P004: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c125,P005,2,"Customer c125 looking at P005: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c125,P006,3,"Customer c125 looking at P006: Affordability is *Medium* (needs ₹0.16 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c125,P007,3,"Customer c125 looking at P007: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c125,P008,4,"Customer c125 looking at P008: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c125,P009,4,"Customer c125 looking at P009: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c125,P010,1,"Customer c125 looking at P010: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c125,P011,1,"Customer c125 looking at P011: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c125,P012,1,"Customer c125 looking at P012: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c125,P013,4,"Customer c125 looking at P013: Affordability is *Medium* (needs ₹0.31 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Good match*."
c125,P014,2,"Customer c125 looking at P014: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c125,P015,2,"Customer c125 looking at P015: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Medium* (visits: N/A), Unit‐size fit is *Poor match*."
c126,P001,3,"Customer c126 looking at P001: Affordability is *Low* (needs ₹0.00 Cr down), Commute distance is *Low*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c126,P002,4,"Customer c126 looking at P002: Affordability is *Low* (needs ₹0.01 Cr down), Commute distance is *Medium*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
c126,P003,4,"Customer c126 looking at P003: Affordability is *Medium* (needs ₹0.03 Cr down), Commute distance is *Medium*, Engagement is *Low* (visits: N/A), Unit‐size fit is *Good match*."
